test_id,intended_tier,domain,career_stage,major,constraint,query,generation_reason,generation_method
synth_test_019,partial_with_mentor_suggest,연구/설계,대학원생,비전공(일반),비전공,"비전공(일반) 전공에 비전공인 대학원생인데, 연구/설계 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_020,partial_with_mentor_suggest,유통/무역/구매,대학생 저학년,무역학,경력 부족,유통/무역/구매 직무로 전환하고 싶은데 경력 부족 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_021,partial_with_mentor_suggest,공사/공기업,취업준비생(졸업예정),행정학,제한 없음,"취업준비생(졸업예정)이고 행정학 전공인데, 공사/공기업 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_022,partial_with_mentor_suggest,생산/품질/제조,대학생 저학년,사회학,경력 부족,생산/품질/제조 분야 인턴을 목표로 하는데 경력 부족라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_023,partial_with_mentor_suggest,디자인/예술,이직/경력전환,화학공학,지방 거주,화학공학 전공자가 디자인/예술 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_024,partial_with_mentor_suggest,인사/총무/노무,사회초년생(1~3년차),통계학,졸업유예 중,인사/총무/노무 직무 준비 중인데 사회초년생(1~3년차) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 졸업유예 중입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_025,partial_with_mentor_suggest,홍보/CSR,이직/경력전환,심리학,비전공,"심리학 전공에 비전공인 이직/경력전환인데, 홍보/CSR 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_026,partial_with_mentor_suggest,교육/상담/컨설팅,사회초년생(1~3년차),영어영문학,지방 거주,교육/상담/컨설팅 직무로 전환하고 싶은데 지방 거주 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_027,partial_with_mentor_suggest,유통/무역/구매,이직/경력전환,비전공(일반),졸업유예 중,"이직/경력전환이고 비전공(일반) 전공인데, 유통/무역/구매 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_028,partial_with_mentor_suggest,교육/상담/컨설팅,사회초년생(1~3년차),컴퓨터공학,경력 부족,교육/상담/컨설팅 분야 인턴을 목표로 하는데 경력 부족라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_029,partial_with_mentor_suggest,해외영업,취업준비생(졸업예정),영어영문학,지방 거주,영어영문학 전공자가 해외영업 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_030,partial_with_mentor_suggest,공무원/비영리,취업준비생(졸업예정),행정학,지방 거주,공무원/비영리 직무 준비 중인데 취업준비생(졸업예정) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 지방 거주입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_031,partial_with_mentor_suggest,생산/품질/제조,대학생 저학년,심리학,지방 거주,"심리학 전공에 지방 거주인 대학생 저학년인데, 생산/품질/제조 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_032,partial_with_mentor_suggest,연구/설계,취업준비생(졸업예정),컴퓨터공학,경력 부족,연구/설계 직무로 전환하고 싶은데 경력 부족 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_033,partial_with_mentor_suggest,마케팅/MD,대학원생,디자인학,학점 낮음,"대학원생이고 디자인학 전공인데, 마케팅/MD 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_034,partial_with_mentor_suggest,공사/공기업,사회초년생(1~3년차),통계학,졸업유예 중,공사/공기업 분야 인턴을 목표로 하는데 졸업유예 중라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_035,partial_with_mentor_suggest,생산/품질/제조,취업준비생(졸업예정),사회학,제한 없음,사회학 전공자가 생산/품질/제조 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 제한 없음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_036,partial_with_mentor_suggest,유통/무역/구매,대학원생,영어영문학,경력 부족,유통/무역/구매 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 경력 부족입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_037,partial_with_mentor_suggest,유통/무역/구매,이직/경력전환,사회학,나이 고민,"사회학 전공에 나이 고민인 이직/경력전환인데, 유통/무역/구매 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_038,partial_with_mentor_suggest,홍보/CSR,대학생 저학년,심리학,나이 고민,홍보/CSR 직무로 전환하고 싶은데 나이 고민 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_039,partial_with_mentor_suggest,생산/품질/제조,이직/경력전환,경영학,졸업유예 중,"이직/경력전환이고 경영학 전공인데, 생산/품질/제조 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_040,partial_with_mentor_suggest,미디어,이직/경력전환,무역학,졸업유예 중,미디어 분야 인턴을 목표로 하는데 졸업유예 중라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_041,partial_with_mentor_suggest,회계/재무/금융,이직/경력전환,디자인학,학점 낮음,디자인학 전공자가 회계/재무/금융 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 학점 낮음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_042,partial_with_mentor_suggest,유통/무역/구매,대학생 저학년,무역학,학점 낮음,유통/무역/구매 직무 준비 중인데 대학생 저학년 단계에서 놓치기 쉬운 부분이 있을까요? 저는 학점 낮음입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_043,partial_with_mentor_suggest,디자인/예술,이직/경력전환,산업공학,지방 거주,"산업공학 전공에 지방 거주인 이직/경력전환인데, 디자인/예술 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_044,partial_with_mentor_suggest,유통/무역/구매,취업준비생(졸업예정),통계학,학점 낮음,유통/무역/구매 직무로 전환하고 싶은데 학점 낮음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_045,partial_with_mentor_suggest,인사/총무/노무,대학원생,화학공학,졸업유예 중,"대학원생이고 화학공학 전공인데, 인사/총무/노무 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_046,partial_with_mentor_suggest,연구/설계,취업준비생(졸업예정),영어영문학,비전공,연구/설계 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_047,partial_with_mentor_suggest,인사/총무/노무,사회초년생(1~3년차),영어영문학,비전공,영어영문학 전공자가 인사/총무/노무 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 비전공 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_048,partial_with_mentor_suggest,인사/총무/노무,대학원생,영어영문학,경력 부족,인사/총무/노무 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 경력 부족입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_049,partial_with_mentor_suggest,전략/기획,사회초년생(1~3년차),컴퓨터공학,지방 거주,"컴퓨터공학 전공에 지방 거주인 사회초년생(1~3년차)인데, 전략/기획 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_050,partial_with_mentor_suggest,유통/무역/구매,이직/경력전환,통계학,비전공,유통/무역/구매 직무로 전환하고 싶은데 비전공 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_051,partial_with_mentor_suggest,전략/기획,대학생 저학년,컴퓨터공학,비전공,"대학생 저학년이고 컴퓨터공학 전공인데, 전략/기획 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_052,partial_with_mentor_suggest,공사/공기업,대학원생,컴퓨터공학,경력 부족,공사/공기업 분야 인턴을 목표로 하는데 경력 부족라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_053,partial_with_mentor_suggest,서비스,이직/경력전환,경영학,비전공,경영학 전공자가 서비스 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 비전공 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_054,partial_with_mentor_suggest,유통/무역/구매,사회초년생(1~3년차),경영학,비전공,유통/무역/구매 직무 준비 중인데 사회초년생(1~3년차) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 비전공입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_055,partial_with_mentor_suggest,기타 사무,대학원생,무역학,제한 없음,"무역학 전공에 제한 없음인 대학원생인데, 기타 사무 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_056,partial_with_mentor_suggest,전문/특수,사회초년생(1~3년차),사회학,졸업유예 중,전문/특수 직무로 전환하고 싶은데 졸업유예 중 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_057,partial_with_mentor_suggest,기타 사무,취업준비생(졸업예정),심리학,학점 낮음,"취업준비생(졸업예정)이고 심리학 전공인데, 기타 사무 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_058,partial_with_mentor_suggest,교육/상담/컨설팅,이직/경력전환,행정학,졸업유예 중,교육/상담/컨설팅 분야 인턴을 목표로 하는데 졸업유예 중라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_059,partial_with_mentor_suggest,공무원/비영리,사회초년생(1~3년차),통계학,지방 거주,통계학 전공자가 공무원/비영리 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_060,partial_with_mentor_suggest,미디어,취업준비생(졸업예정),통계학,졸업유예 중,미디어 직무 준비 중인데 취업준비생(졸업예정) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 졸업유예 중입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_061,partial_with_mentor_suggest,디자인/예술,대학생 저학년,디자인학,제한 없음,"디자인학 전공에 제한 없음인 대학생 저학년인데, 디자인/예술 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_062,partial_with_mentor_suggest,연구/설계,이직/경력전환,경영학,나이 고민,연구/설계 직무로 전환하고 싶은데 나이 고민 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_063,partial_with_mentor_suggest,마케팅/MD,대학생 저학년,산업공학,졸업유예 중,"대학생 저학년이고 산업공학 전공인데, 마케팅/MD 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_064,partial_with_mentor_suggest,인사/총무/노무,이직/경력전환,산업공학,비전공,인사/총무/노무 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_065,partial_with_mentor_suggest,전략/기획,사회초년생(1~3년차),비전공(일반),학점 낮음,비전공(일반) 전공자가 전략/기획 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 학점 낮음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_066,partial_with_mentor_suggest,생산/품질/제조,대학원생,화학공학,경력 부족,생산/품질/제조 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 경력 부족입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_067,partial_with_mentor_suggest,디자인/예술,대학생 저학년,컴퓨터공학,지방 거주,"컴퓨터공학 전공에 지방 거주인 대학생 저학년인데, 디자인/예술 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_068,partial_with_mentor_suggest,영업/영업관리,대학생 저학년,화학공학,비전공,영업/영업관리 직무로 전환하고 싶은데 비전공 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_069,partial_with_mentor_suggest,연구/설계,대학생 저학년,디자인학,나이 고민,"대학생 저학년이고 디자인학 전공인데, 연구/설계 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_070,partial_with_mentor_suggest,인사/총무/노무,대학생 저학년,화학공학,비전공,인사/총무/노무 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_071,partial_with_mentor_suggest,인사/총무/노무,취업준비생(졸업예정),비전공(일반),학점 낮음,비전공(일반) 전공자가 인사/총무/노무 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 학점 낮음 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_072,partial_with_mentor_suggest,유통/무역/구매,대학원생,디자인학,졸업유예 중,유통/무역/구매 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 졸업유예 중입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_073,partial_with_mentor_suggest,생산/품질/제조,대학생 저학년,영어영문학,학점 낮음,"영어영문학 전공에 학점 낮음인 대학생 저학년인데, 생산/품질/제조 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_074,partial_with_mentor_suggest,미디어,사회초년생(1~3년차),영어영문학,지방 거주,미디어 직무로 전환하고 싶은데 지방 거주 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_075,partial_with_mentor_suggest,공무원/비영리,대학원생,경영학,졸업유예 중,"대학원생이고 경영학 전공인데, 공무원/비영리 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_076,partial_with_mentor_suggest,인사/총무/노무,대학생 저학년,행정학,비전공,인사/총무/노무 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_077,partial_with_mentor_suggest,서비스,대학생 저학년,화학공학,지방 거주,화학공학 전공자가 서비스 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 지방 거주 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_078,partial_with_mentor_suggest,홍보/CSR,대학원생,사회학,비전공,홍보/CSR 직무 준비 중인데 대학원생 단계에서 놓치기 쉬운 부분이 있을까요? 저는 비전공입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_079,partial_with_mentor_suggest,영업/영업관리,이직/경력전환,사회학,비전공,"사회학 전공에 비전공인 이직/경력전환인데, 영업/영업관리 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_080,partial_with_mentor_suggest,유통/무역/구매,이직/경력전환,사회학,제한 없음,유통/무역/구매 직무로 전환하고 싶은데 제한 없음 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_081,partial_with_mentor_suggest,홍보/CSR,사회초년생(1~3년차),산업공학,지방 거주,"사회초년생(1~3년차)이고 산업공학 전공인데, 홍보/CSR 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_082,partial_with_mentor_suggest,서비스,취업준비생(졸업예정),디자인학,비전공,서비스 분야 인턴을 목표로 하는데 비전공라서 어떻게 접근해야 할지 방향을 잡기 어렵습니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_083,partial_with_mentor_suggest,공무원/비영리,사회초년생(1~3년차),영어영문학,나이 고민,영어영문학 전공자가 공무원/비영리 직무로 가려면 보통 어떤 자격증/경험을 우선순위로 두나요? 저는 나이 고민 상태입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_084,partial_with_mentor_suggest,해외영업,사회초년생(1~3년차),산업공학,졸업유예 중,해외영업 직무 준비 중인데 사회초년생(1~3년차) 단계에서 놓치기 쉬운 부분이 있을까요? 저는 졸업유예 중입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_085,partial_with_mentor_suggest,영업/영업관리,대학원생,심리학,비전공,"심리학 전공에 비전공인 대학원생인데, 영업/영업관리 직무를 준비하려면 무엇부터 시작해야 할까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_086,partial_with_mentor_suggest,해외영업,이직/경력전환,화학공학,졸업유예 중,해외영업 직무로 전환하고 싶은데 졸업유예 중 상황이라 어떤 순서로 준비하면 좋을지 고민입니다.,일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
synth_test_087,partial_with_mentor_suggest,마케팅/MD,취업준비생(졸업예정),무역학,나이 고민,"취업준비생(졸업예정)이고 무역학 전공인데, 마케팅/MD 직무 취업을 위해 지금부터 어떤 활동을 하면 좋을까요?",일반 방향은 제시 가능하나 개인 전공/상황에 맞춘 조정은 멘토 확인이 필요함,template
